report_date,noncomm_long,noncomm_short,net_long,open_interest
1999-01-05,12343,29129,-16786,83847
1999-01-12,10414,26447,-16033,80907
1999-01-19,10367,25746,-15379,81579
1999-01-26,10631,26826,-16195,82436
1999-02-02,10768,26949,-16181,80961
1999-02-09,9398,15175,-5777,71682
1999-02-16,11108,19529,-8421,76604
1999-02-23,11903,27884,-15981,83943
1999-03-02,11274,28891,-17617,81912
1999-03-09,10491,27509,-17018,79880
1999-03-16,11706,27603,-15897,81459
1999-03-23,11399,21668,-10269,81799
1999-03-30,12905,19941,-7036,78632
1999-04-06,12155,20400,-8245,75169
1999-04-13,11291,16482,-5191,71893
1999-04-20,18123,8412,9711,77499
1999-04-27,22395,8830,13565,81485
1999-05-04,27468,8850,18618,85415
1999-05-11,29604,7186,22418,88527
1999-05-18,29507,6182,23325,85818
1999-05-25,18369,4156,14213,73678
1999-06-01,14005,10392,3613,73338
1999-06-08,13676,14416,-740,76628
1999-06-15,11789,16013,-4224,77335
1999-06-22,11607,13734,-2127,77574
1999-06-29,11785,9682,2103,75368
1999-07-06,20120,9293,10827,81840
1999-07-13,22836,8323,14513,85589
1999-07-20,22916,7371,15545,86853
1999-07-27,20837,6122,14715,81862
1999-08-03,19032,6627,12405,78578
1999-08-10,20420,8118,12302,80575
1999-08-17,21538,7553,13985,79712
1999-08-24,17283,5818,11465,73370
1999-08-31,17816,2780,15036,74493
1999-09-07,25572,3062,22510,84897
1999-09-14,27613,4198,23415,88310
1999-09-21,30323,4420,25903,89437
1999-09-28,25086,3098,21988,84041
1999-10-05,23108,2204,20904,83424
1999-10-12,15973,3585,12388,78307
1999-10-19,14712,2839,11873,75528
1999-10-26,16232,1651,14581,76573
1999-11-02,15709,2244,13465,75207
1999-11-09,15702,2413,13289,74759
1999-11-16,12406,4219,8187,72671
1999-11-23,12114,4761,7353,72338
1999-11-30,12725,2396,10329,71453
1999-12-07,11996,3900,8096,69903
1999-12-14,11146,4470,6676,70101
1999-12-21,20332,1601,18731,79119
1999-12-28,21114,1019,20095,79430
2000-01-04,22483,667,21816,80357
2000-01-11,23592,797,22795,82567
2000-01-18,30744,2388,28356,92237
2000-01-25,28446,1866,26580,88992
2000-02-01,22430,1439,20991,81883
2000-02-08,17476,2885,14591,79418
2000-02-15,17472,2341,15131,77970
2000-02-22,16271,2973,13298,77441
2000-02-29,11398,6483,4915,71600
2000-03-07,12331,8309,4022,70164
2000-03-14,11685,10006,1679,70773
2000-03-21,12156,7671,4485,73083
2000-03-28,11477,8064,3413,71882
2000-04-04,12544,10528,2016,74934
2000-04-11,11428,14796,-3368,80330
2000-04-18,10890,18302,-7412,82366
2000-04-25,10732,14487,-3755,75092
2000-05-02,9539,9958,-419,72100
2000-05-09,12296,4767,7529,72665
2000-05-16,14689,3883,10806,74486
2000-05-23,15003,4927,10076,74396
2000-05-30,12788,5217,7571,68952
2000-06-06,7170,4334,2836,66714
2000-06-13,6490,6463,27,68077
2000-06-20,8233,3661,4572,64255
2000-06-27,7675,2964,4711,64075
2000-07-05,6494,3050,3444,66996
2000-07-11,7883,3465,4418,66614
2000-07-18,13468,3109,10359,71386
2000-07-25,20802,5091,15711,80050
2000-08-01,23977,6341,17636,84081
2000-08-08,24785,6826,17959,84487
2000-08-15,24001,6603,17398,81489
2000-08-22,21007,6389,14618,77647
2000-08-29,23955,5686,18269,81581
2000-09-05,28459,5392,23067,83094
2000-09-12,31761,5746,26015,86673
2000-09-19,35334,6033,29301,89125
2000-09-26,34477,5969,28508,86413
2000-10-03,23954,5058,18896,79098
2000-10-10,19402,4956,14446,76458
2000-10-17,16005,6899,9106,75845
2000-10-24,11991,9594,2397,75605
2000-10-31,9683,15017,-5334,72262
2000-11-07,11202,17661,-6459,74586
2000-11-14,10733,21629,-10896,77365
2000-11-21,10295,23931,-13636,78546
2000-11-28,9998,21081,-11083,76287
2000-12-05,10592,16001,-5409,75452
2000-12-12,11011,9726,1285,70824
2000-12-19,12050,9312,2738,70745
2000-12-26,12341,11356,985,71179
2001-01-02,12827,15273,-2446,73714
2001-01-09,15091,21099,-6008,81520
2001-01-16,15852,21493,-5641,84129
2001-01-23,11618,16392,-4774,79627
2001-01-30,11654,16767,-5113,79675
2001-02-06,11198,18087,-6889,77778
2001-02-13,11349,20070,-8721,77220
2001-02-20,11902,20409,-8507,76798
2001-02-27,16443,29193,-12750,80977
2001-03-06,12596,18665,-6069,73046
2001-03-13,10439,18042,-7603,70784
2001-03-20,14317,27535,-13218,81359
2001-03-27,14546,30196,-15650,85684
2001-04-03,15968,34477,-18509,86858
2001-04-10,15704,37074,-21370,88780
2001-04-17,15851,38137,-22286,85438
2001-04-24,15205,34684,-19479,81444
2001-05-01,14675,31597,-16922,75984
2001-05-08,13415,28188,-14773,71956
2001-05-15,15007,33402,-18395,78160
2001-05-22,13990,21558,-7568,71756
2001-05-29,14085,21531,-7446,73554
2001-06-05,13348,28451,-15103,78137
2001-06-12,15564,35475,-19911,87313
2001-06-19,16811,38418,-21607,90602
2001-06-26,17269,40037,-22768,90817
2001-07-03,16900,36929,-20029,84639
2001-07-10,15839,36309,-20470,83627
2001-07-17,14680,35100,-20420,82919
2001-07-24,14707,36192,-21485,88687
2001-07-31,13647,31407,-17760,83917
2001-08-07,13257,31993,-18736,87061
2001-08-14,14143,31384,-17241,88865
2001-08-21,12705,30348,-17643,91858
2001-08-28,11351,26204,-14853,94737
2001-09-04,13202,27311,-14109,93754
2001-09-10,14072,32133,-18061,89766
2001-09-18,14348,32396,-18048,88707
2001-09-25,14073,33744,-19671,86076
2001-10-02,14418,35904,-21486,84668
2001-10-09,13546,35560,-22014,85995
2001-10-16,13639,38966,-25327,89677
2001-10-23,13213,38342,-25129,92721
2001-10-30,13207,38663,-25456,94044
2001-11-06,13016,39793,-26777,95954
2001-11-13,9344,22245,-12901,87982
2001-11-20,9327,12736,-3409,85722
2001-11-27,9985,9442,543,82080
2001-12-04,14984,8062,6922,67568
2001-12-11,11492,5690,5802,70476
2001-12-18,10360,7337,3023,72327
2001-12-21,10042,8434,1608,73543
2001-12-28,9671,8338,1333,73281
2002-01-08,10826,6407,4419,72797
2002-01-15,12439,4977,7462,74021
2002-01-22,13775,6262,7513,75599
2002-01-29,13427,6025,7402,77443
2002-02-05,20412,7656,12756,81520
2002-02-12,22484,7696,14788,84920
2002-02-19,21385,6695,14690,84431
2002-02-26,13069,5896,7173,77735
2002-03-05,15530,4871,10659,75969
2002-03-12,20246,5228,15018,79367
2002-03-19,26792,5032,21760,85605
2002-03-26,24065,5320,18745,83141
2002-04-02,27865,5944,21921,82887
2002-04-09,15334,5488,9846,75448
2002-04-16,16194,8042,8152,77042
2002-04-23,16893,5771,11122,76061
2002-04-30,15040,4928,10112,70799
2002-05-07,14350,10166,4184,74713
2002-05-14,15381,3907,11474,75245
2002-05-21,13447,5365,8082,74268
2002-05-28,19651,3765,15886,77580
2002-06-04,31128,4965,26163,83710
2002-06-11,37737,4659,33078,88177
2002-06-18,32645,4631,28014,86087
2002-06-25,20873,2938,17935,74539
2002-07-02,26527,3544,22983,74524
2002-07-09,25218,2569,22649,76992
2002-07-16,18318,6833,11485,75289
2002-07-23,19477,21866,-2389,93004
2002-07-30,18440,26745,-8305,97278
2002-08-06,18004,29902,-11898,97259
2002-08-13,18112,34157,-16045,106907
2002-08-20,17970,35477,-17507,108190
2002-08-27,16465,34529,-18064,105553
2002-09-03,16693,36120,-19427,98662
2002-09-10,14558,29150,-14592,97927
2002-09-17,12882,24423,-11541,95212
2002-09-24,12767,29658,-16891,101397
2002-10-01,14089,34890,-20801,105368
2002-10-08,14806,36293,-21487,107185
2002-10-15,14563,35037,-20474,106109
2002-10-22,13124,20297,-7173,96064
2002-10-29,15356,10196,5160,91272
2002-11-05,25514,11056,14458,92905
2002-11-12,27082,9934,17148,92459
2002-11-19,27534,9413,18121,89305
2002-11-26,29142,7298,21844,87531
2002-12-03,33311,6687,26624,86563
2002-12-10,31181,4157,27024,82396
2002-12-17,25663,2882,22781,77269
2002-12-23,19462,4427,15035,73451
2002-12-31,16940,15940,1000,80804
2003-01-07,14545,10824,3721,78438
2003-01-14,22423,7125,15298,79413
2003-01-21,28769,7103,21666,85155
2003-01-28,30297,7119,23178,85734
2003-02-04,34719,6528,28191,88961
2003-02-11,35182,5445,29737,87736
2003-02-14,29987,3600,26387,80880
2003-02-25,27159,4203,22956,76627
2003-03-04,35727,8503,27224,83156
2003-03-11,21568,5393,16175,69692
2003-03-18,20637,6984,13653,68591
2003-03-25,23390,5832,17558,72829
2003-04-01,20215,19494,721,81025
2003-04-08,18412,24240,-5828,84678
2003-04-15,17519,25843,-8324,86403
2003-04-22,17140,27146,-10006,88912
2003-04-29,17507,29271,-11764,90794
2003-05-06,16737,31953,-15216,82487
2003-05-13,14120,17256,-3136,74885
2003-05-20,22048,14356,7692,78655
2003-05-27,26326,13750,12576,81319
2003-06-03,30647,13260,17387,85674
2003-06-10,31335,11865,19470,84464
2003-06-17,30023,11747,18276,82032
2003-06-24,29963,11535,18428,82287
2003-07-01,19734,11559,8175,73936
2003-07-08,20710,11340,9370,72520
2003-07-15,35325,11632,23693,83448
2003-07-22,34651,11604,23047,84741
2003-07-29,44252,13480,30772,99795
2003-08-05,48936,14494,34442,103085
2003-08-12,43345,12962,30383,95957
2003-08-19,41945,11778,30167,95535
2003-08-26,42018,13073,28945,94090
2003-09-02,44521,13122,31399,85726
2003-09-09,52432,15773,36659,94995
2003-09-16,49561,15041,34520,92158
2003-09-23,51536,16767,34769,95585
2003-09-30,48033,14259,33774,91418
2003-10-07,58297,18434,39863,102949
2003-10-14,67579,19437,48142,110951
2003-10-21,66834,18959,47875,113459
2003-10-28,62858,17733,45125,111772
2003-11-04,61316,16977,44339,112481
2003-11-11,60328,15984,44344,111849
2003-11-18,51686,16252,35434,106000
2003-11-25,41423,15107,26316,92540
2003-12-02,45078,16297,28781,94158
2003-12-09,42175,15984,26191,91060
2003-12-16,43954,16251,27703,94323
2003-12-22,45534,16199,29335,95973
2003-12-30,44967,17950,27017,93972
2004-01-06,47367,15187,32180,96481
2004-01-13,47038,15474,31564,98185
2004-01-20,46884,15444,31440,97196
2004-01-27,44388,15184,29204,100078
2004-02-03,45351,15725,29626,99126
2004-02-10,41768,13372,28396,92967
2004-02-17,41450,9966,31484,98408
2004-02-24,39054,10654,28400,101266
2004-03-02,37277,10973,26304,95987
2004-03-09,31141,8197,22944,86666
2004-03-16,32623,8460,24163,91448
2004-03-23,33294,9145,24149,89982
2004-03-30,32175,11301,20874,99004
2004-04-06,28437,13252,15185,92394
2004-04-12,26911,14248,12663,89722
2004-04-20,28907,14365,14542,90078
2004-04-27,21448,10317,11131,81083
2004-05-04,19740,9481,10259,77360
2004-05-11,17406,7657,9749,75685
2004-05-18,17122,7613,9509,76404
2004-05-25,18027,6063,11964,80504
2004-06-01,22269,5581,16688,83981
2004-06-08,19205,5251,13954,79776
2004-06-15,13041,5840,7201,75456
2004-06-22,12805,7127,5678,80249
2004-06-29,12362,5576,6786,64744
2004-07-06,13504,4990,8514,64499
2004-07-13,23190,5795,17395,73136
2004-07-20,25167,5819,19348,75720
2004-07-27,19860,5044,14816,71418
2004-08-03,25629,7687,17942,77780
2004-08-10,19740,6595,13145,71212
2004-08-17,30820,10042,20778,84004
2004-08-24,21868,7741,14127,74763
2004-08-31,22974,6718,16256,77595
2004-09-07,21495,7036,14459,77127
2004-09-14,26497,9141,17356,80286
2004-09-21,35384,12551,22833,92406
2004-09-28,41898,14833,27065,100471
2004-10-05,46541,15348,31193,107715
2004-10-12,47591,14569,33022,111930
2004-10-19,20478,5457,15021,81184
2004-10-26,18445,5188,13257,79087
2004-11-02,19577,5022,14555,76372
2004-11-09,23249,5053,18196,83280
2004-11-16,25745,6044,19701,88639
2004-11-23,32985,7521,25464,97172
2004-11-30,37189,8190,28999,101116
2004-12-07,29910,5344,24566,93891
2004-12-14,25522,3864,21658,87097
2004-12-21,29294,4385,24909,91037
2004-12-28,33823,5771,28052,97973
2005-01-04,26177,5114,21063,91079
2005-01-11,23423,3992,19431,85590
2005-01-18,23654,4648,19006,85442
2005-01-25,27671,6043,21628,91878
2005-02-01,27166,8133,19033,92806
2005-02-08,23121,6867,16254,88730
2005-02-15,33232,10212,23020,99721
2005-02-22,44474,13370,31104,115128
2005-03-01,49286,15143,34143,115995
2005-03-08,52410,15179,37231,121218
2005-03-15,47015,15026,31989,118378
2005-03-22,47341,15948,31393,124316
2005-03-29,40642,14006,26636,117948
2005-04-05,42989,14282,28707,124252
2005-04-12,45973,16440,29533,136694
2005-04-19,32216,12330,19886,121478
2005-04-26,34638,12076,22562,119037
2005-05-03,34121,14513,19608,110419
2005-05-10,31923,14365,17558,109153
2005-05-17,20877,17226,3651,99590
2005-05-24,20228,16283,3945,97035
2005-05-31,23328,13196,10132,96863
2005-06-07,32092,12549,19543,105295
2005-06-14,37309,15042,22267,110612
2005-06-21,43296,18761,24535,119046
2005-06-28,42079,20634,21445,117266
2005-07-05,33446,19360,14086,106402
2005-07-12,36873,20818,16055,110707
2005-07-19,40067,21863,18204,115725
2005-07-26,42765,24419,18346,118631
2005-08-02,46948,26676,20272,123218
2005-08-09,44931,26941,17990,118156
2005-08-16,41770,24948,16822,110988
2005-08-23,38388,25834,12554,107639
2005-08-30,37076,27103,9973,107881
2005-09-06,38717,28410,10307,108914
2005-09-13,33624,27007,6617,102167
2005-09-20,34713,27130,7583,104141
2005-09-27,37671,27566,10105,107913
2005-10-04,41241,30660,10581,111754
2005-10-11,43498,30902,12596,116028
2005-10-18,38860,30032,8828,111937
2005-10-25,32023,29061,2962,107334
2005-11-01,32023,27277,4746,110206
2005-11-08,34019,26583,7436,113985
2005-11-15,36691,27114,9577,119363
2005-11-22,34837,28078,6759,115518
2005-11-29,33236,27705,5531,110587
2005-12-06,33223,27713,5510,108319
2005-12-13,32864,28042,4822,107487
2005-12-20,30841,28309,2532,104447
2005-12-27,32330,29505,2825,105093
2006-01-03,33052,30218,2834,105401
2006-01-10,32859,31650,1209,104115
2006-01-17,32128,30065,2063,103326
2006-01-24,33288,30612,2676,105466
2006-01-31,32250,31235,1015,104096
2006-02-07,33027,29723,3304,102774
2006-02-14,28557,28966,-409,97512
2006-02-21,23399,26443,-3044,94524
2006-02-28,18822,24534,-5712,89099
2006-03-07,18596,22383,-3787,89377
2006-03-14,20144,20201,-57,94838
2006-03-21,22249,19703,2546,100619
2006-03-28,22333,21155,1178,100572
2006-04-04,23209,23879,-670,103853
2006-04-11,21384,23004,-1620,102381
2006-04-18,19474,21102,-1628,105592
2006-04-25,16366,19116,-2750,98630
2006-05-02,14906,17058,-2152,87797
2006-05-09,14077,15148,-1071,89180
2006-05-16,12602,15168,-2566,88477
2006-05-23,10308,16823,-6515,85170
2006-05-30,10005,16483,-6478,82592
2006-06-06,8473,15834,-7361,79975
2006-06-13,8293,14000,-5707,81852
2006-06-20,8373,11760,-3387,79307
2006-06-27,8175,12116,-3941,75069
2006-07-03,8440,11115,-2675,74597
2006-07-11,10578,13117,-2539,76417
2006-07-18,10812,14498,-3686,78028
2006-07-25,8440,14312,-5872,75062
2006-08-01,8683,15127,-6444,73081
2006-08-08,9425,16147,-6722,73948
2006-08-15,9323,17503,-8180,75901
2006-08-22,8211,18135,-9924,73677
2006-08-29,8156,19644,-11488,70522
2006-09-05,9381,18342,-8961,70659
2006-09-12,7923,17521,-9598,70296
2006-09-19,9170,20471,-11301,69561
2006-09-26,10567,20422,-9855,69466
2006-10-03,10602,23096,-12494,70934
2006-10-10,10575,23995,-13420,70505
2006-10-17,13069,22087,-9018,74270
2006-10-24,12441,22290,-9849,76902
2006-10-31,11719,22841,-11122,76020
2006-11-07,11407,25203,-13796,73966
2006-11-14,10023,27291,-17268,75570
2006-11-21,9097,27509,-18412,75216
2006-11-28,9799,27787,-17988,71524
2006-12-05,9484,26859,-17375,69961
2006-12-12,9413,27318,-17905,69269
2006-12-19,8395,27884,-19489,70497
2006-12-26,6489,27294,-20805,68970
2007-01-03,5793,26537,-20744,72195
2007-01-09,6252,26287,-20035,71944
2007-01-16,5265,26701,-21436,70989
2007-01-23,4901,27056,-22155,72844
2007-01-30,5301,27667,-22366,73497
2007-02-06,5106,27834,-22728,74215
2007-02-13,5358,26843,-21485,73026
2007-02-20,4735,26266,-21531,73575
2007-02-27,5186,24339,-19153,66804
2007-03-06,5033,24676,-19643,66480
2007-03-13,4481,23070,-18589,66097
2007-03-20,7675,22966,-15291,72292
2007-03-27,8644,24550,-15906,75521
2007-04-03,9886,22926,-13040,78251
2007-04-10,12289,22378,-10089,81586
2007-04-17,13753,22736,-8983,82436
2007-04-24,13889,22341,-8452,81578
2007-05-01,15077,23414,-8337,82404
2007-05-08,15893,24073,-8180,82364
2007-05-15,15315,24384,-9069,82439
2007-05-22,12656,23764,-11108,80972
2007-05-29,12092,23663,-11571,80330
2007-06-05,12777,22395,-9618,81725
2007-06-12,13240,22261,-9021,77414
2007-06-19,13917,22319,-8402,78816
2007-06-26,13478,22397,-8919,79628
2007-07-03,15360,23707,-8347,82120
2007-07-10,20646,24557,-3911,87813
2007-07-17,20638,24406,-3768,90151
2007-07-24,21991,24958,-2967,94805
2007-07-31,19543,24964,-5421,89725
2007-08-07,18462,24025,-5563,84969
2007-08-14,13970,19920,-5950,76411
2007-08-21,12314,19419,-7105,76935
2007-08-28,11272,17764,-6492,73334
2007-09-04,11479,16581,-5102,69418
2007-09-11,12519,16569,-4050,68998
2007-09-18,14435,16792,-2357,71876
2007-09-25,17474,17327,147,77852
2007-10-02,20787,19238,1549,83421
2007-10-09,23323,19217,4106,87270
2007-10-16,22891,20858,2033,90514
2007-10-23,19607,20080,-473,87212
2007-10-30,17395,20022,-2627,86361
2007-11-06,15564,18633,-3069,83679
2007-11-13,12218,18563,-6345,78936
2007-11-20,11483,17994,-6511,78372
2007-11-27,9605,17501,-7896,74073
2007-12-04,8473,16813,-8340,71021
2007-12-11,8675,16665,-7990,71082
2007-12-18,8713,17746,-9033,73278
2007-12-24,8494,16567,-8073,72031
2007-12-31,9302,16577,-7275,72384
2008-01-08,9384,15573,-6189,76179
2008-01-15,10728,19534,-8806,84417
2008-01-22,11307,20355,-9048,87064
2008-01-29,10724,20004,-9280,90360
2008-02-05,11596,18779,-7183,90981
2008-02-12,18418,17805,613,89314
2008-02-19,21321,17722,3599,94858
2008-02-26,24783,19215,5568,102213
2008-03-04,27363,18301,9062,102361
2008-03-11,29212,19268,9944,103876
2008-03-18,27312,20018,7294,102794
2008-03-25,23136,15558,7578,98165
2008-04-01,25638,16101,9537,102617
2008-04-08,28027,19227,8800,103283
2008-04-15,30622,21410,9212,105936
2008-04-22,30652,21716,8936,108473
2008-04-29,29088,22567,6521,104817
2008-05-06,27805,20640,7165,100086
2008-05-13,24149,19936,4213,98450
2008-05-20,24610,19555,5055,101637
2008-05-27,22163,18530,3633,98919
2008-06-03,20737,21663,-926,98485
2008-06-10,20577,20437,140,96763
2008-06-17,23110,19971,3139,102993
2008-06-24,25198,18642,6556,109984
2008-07-01,26044,18675,7369,111803
2008-07-08,25297,18810,6487,110619
2008-07-15,20952,18041,2911,106095
2008-07-22,20377,19491,886,111379
2008-07-29,18022,20428,-2406,108663
2008-08-05,15960,20479,-4519,110696
2008-08-12,13037,18731,-5694,101030
2008-08-19,10447,19753,-9306,95537
2008-08-26,8919,20144,-11225,88464
2008-09-02,7711,19986,-12275,78340
2008-09-09,7093,20690,-13597,77569
2008-09-16,8749,21340,-12591,77498
2008-09-23,9710,19617,-9907,75178
2008-09-30,5803,22046,-16243,78888
2008-10-07,5641,24401,-18760,80842
2008-10-14,5863,23915,-18052,81516
2008-10-21,6212,23678,-17466,84550
